,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
1158,1104,2.7,65,Kazakhstan,Nur-Sultan,Metals & Mining,TRUE,M,Utemuratov,Bulat,1958,182.75,5.2,1.80162E+11,61.70%,104.40%,73.2,18513930
1159,1104,2.7,29,Norway,Kverva,Food & Beverage,FALSE,M,Witzoe,Gustav Magnar,1993,120.27,2.2,4.03336E+11,82.00%,100.30%,82.8,5347896
1161,1104,2.7,61,China,Danyang,Healthcare,TRUE,M,Wu,Guangming,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1162,1104,2.7,59,China,Chengdu,Healthcare,TRUE,M,Zhu ,Yi ,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1163,1164,2.6,53,United States,New York,Real Estate,TRUE,M,Ashkenazy,Ben,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1164,1164,2.6,54,United States,New York,Finance & Investments,TRUE,M,Baker,Felix,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1165,1164,2.6,56,United States,New York,Finance & Investments,TRUE,M,Baker,Julian,1966,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1166,1164,2.6,60,United States,San Francisco,Media & Entertainment,TRUE,M,Baszucki,David,1963,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1167,1164,2.6,51,Brazil,Sao Paulo,Food & Beverage,FALSE,M,Batista,Joesley,1972,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
1168,1164,2.6,50,Brazil,Sao Paulo,Food & Beverage,FALSE,M,Batista,Wesley,1972,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
1169,1164,2.6,46,Germany,Hamburg,Media & Entertainment,FALSE,F,Bauer,Yvonne,1977,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1170,1164,2.6,48,Switzerland,Rheinfelden,Manufacturing,FALSE,F,Baumann-Blocher,Miriam,1975,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1171,1164,2.6,58,China,Lianyungang,Healthcare,TRUE,M,Cen,Junda,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1172,1164,2.6,64,Singapore,Singapore,Finance & Investments,FALSE,M,Chandler,Richard,1959,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1173,1164,2.6,47,China,Shenzhen,Manufacturing,TRUE,M,Chen,Zhiping,1976,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1174,1164,2.6,71,Mexico,Mexico City,Service,TRUE,M,Chico Pardo,Fernando,1952,141.54,3.6,1.25829E+12,40.20%,105.80%,75,126014024
1175,1164,2.6,81,United States,Dallas,Energy,TRUE,M,Davis,Ray,1941,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1176,1164,2.6,67,Spain,Madrid,Construction & Engineering,FALSE,F,Del Pino,Maria,1956,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
1177,1164,2.6,54,China,Changsha,Manufacturing,TRUE,M,Deng,Weiming,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1179,1164,2.6,61,Sweden,Stockholm,Diversified,FALSE,M,Douglas,Carl,1961,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
1180,1164,2.6,54,Sweden,Stockholm,Diversified,FALSE,M,Douglas,Eric,1968,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
1181,1164,2.6,58,Australia,Melbourne,Manufacturing,FALSE,F,Geminder,Fiona,1964,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
1182,1164,2.6,85,United States,Phoenix,Finance & Investments,TRUE,M,Horejsi,Stewart,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1183,1164,2.6,58,China,Hangzhou,Healthcare,TRUE,M,Hou,Juncheng,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1184,1164,2.6,75,China,Shantou,Construction & Engineering,TRUE,M,Huang,Zhenda,1947,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1185,1164,2.6,54,Russia,Moscow,Service,TRUE,M,Kamenshchik,Dmitry,1968,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1186,1164,2.6,69,Spain,Madrid,Finance & Investments,FALSE,F,Koplowitz,Alicia,1953,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
1188,1164,2.6,77,United States,Lake Worth,Finance & Investments,TRUE,M,Laufer,Henry,1945,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1189,1164,2.6,76,France,Paris,Food & Beverage,TRUE,M,Le Duff,Louis,1946,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
1190,1164,2.6,66,Canada,Toronto,Technology,TRUE,M,Leonard,Mark,1956,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
1191,1164,2.6,59,China,Beijing,Automotive,TRUE,M,Li,Guoqiang,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1192,1164,2.6,47,China,Beijing,Service,TRUE,M,Li,Yongxin,1976,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1193,1164,2.6,69,Singapore,Singapore,Finance & Investments,TRUE,M,Lim,Peter,1953,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1194,1164,2.6,52,China,Hangzhou,Diversified,FALSE,M,Lu,Weiding,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1195,1164,2.6,95,Switzerland,Lugano,Service,TRUE,M,Mantegazza,Sergio,1927,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1196,1164,2.6,84,Netherlands,Vorden,Finance & Investments,TRUE,M,Melchers,Hans,1938,115.91,2.6,9.0907E+11,85.00%,104.20%,81.8,17332850
1197,1164,2.6,76,United States,Palm Beach,Food & Beverage,TRUE,M,Metropoulos,C. Dean,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1198,1164,2.6,61,Germany,Duderstadt,Manufacturing,FALSE,M,Naeder,Hans Georg,1961,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1199,1164,2.6,60,India,Mumbai,Fashion & Retail,TRUE,F,Nayar,Falguni,1963,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1200,1164,2.6,55,United States,Los Angeles,Finance & Investments,FALSE,M,Packer,James,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1201,1164,2.6,58,Russia,Moscow,Logistics,TRUE,M,Ponomarenko,Alexander,1964,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1202,1164,2.6,79,United States,Nicasio,Finance & Investments,FALSE,M,Pritzker,Nicholas,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1203,1164,2.6,46,United States,New York,Food & Beverage,FALSE,M,Santo Domingo,Alejandro,1977,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1204,1164,2.6,57,United States,Highland Park,Technology,TRUE,M,Sarowitz,Steven,1965,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1205,1164,2.6,81,Germany,Herzogenaurach,Automotive,FALSE,F,Schaeffler-Thumann,Maria-Elisabeth,1941,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1206,1164,2.6,70,United States,Tarrytown,Healthcare,TRUE,M,Schleifer,Leonard,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1207,1164,2.6,77,Germany,Hamburg,Manufacturing,FALSE,M,Schnabel,Dieter,1946,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1208,1164,2.6,67,United States,Miami Beach,Energy,TRUE,M,Smith,Michael S.,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1209,1164,2.6,51,Germany,Munich,Manufacturing,FALSE,F,Thiele-Schuerhoff,Julia,1972,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1210,1164,2.6,69,United States,Springdale,Food & Beverage,FALSE,M,Tyson,John,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1211,1164,2.6,64,Germany,Battenberg,Manufacturing,FALSE,F,Viessmann,Anna Katharina,0,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1214,1164,2.6,57,China,Shanghai,Technology,TRUE,M,Zhao,Lixin,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1215,1164,2.6,52,China,Beijing,Technology,TRUE,M,Zhou,Hongyi,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1216,1217,2.5,98,United States,Palm Beach,Food & Beverage,TRUE,M,Abraham,S. Daniel,1924,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1217,1217,2.5,74,United States,Boston,Fashion & Retail,FALSE,M,Alfond,Bill,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1218,1217,2.5,77,United States,Scarborough,Fashion & Retail,FALSE,F,Alfond,Susan,1945,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1219,1217,2.5,78,United States,Weston,Fashion & Retail,FALSE,M,Alfond,Ted,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1220,1217,2.5,71,United States,San Francisco,Construction & Engineering,FALSE,M,Bechtel,Riley,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1221,1217,2.5,56,United Kingdom,London,Diversified,TRUE,M,Bjorgolfsson,Thor,1967,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1222,1217,2.5,91,United States,Palm Beach,Food & Beverage,FALSE,M,Bronfman,Charles,1931,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1223,1217,2.5,85,India,Delhi,Food & Beverage,FALSE,M,Burman,Vivek Chand,1937,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1224,1217,2.5,81,United States,Boston,Automotive,TRUE,M,Chambers,Herb,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1225,1217,2.5,39,China,Beijing,Media & Entertainment,TRUE,M,Cheng,Yixiao,1984,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1226,1217,2.5,75,United States,Las Vegas,Food & Beverage,TRUE,M,Cherng,Andrew,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1227,1217,2.5,75,United States,Las Vegas,Food & Beverage,TRUE,F,Cherng,Peggy,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1228,1217,2.5,79,United States,Boca Raton,Finance & Investments,TRUE,M,Cooperman,Leon G.,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1229,1217,2.5,75,India,Delhi,Manufacturing,FALSE,M,Dalmia,Yadu Hari,1947,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1230,1217,2.5,72,United States,Omaha,Food & Beverage,FALSE,M,Davis,Henry,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1231,1217,2.5,55,Russia,Moscow,Metals & Mining,TRUE,M,Deripaska,Oleg,1968,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1232,1217,2.5,57,Cyprus,Paralimni,Technology,TRUE,M,Dmitriev,Sergey,1966,102.51,0.3,24564647935,75.90%,99.30%,80.8,1198575
1233,1217,2.5,67,United States,New York,Finance & Investments,TRUE,M,Edelman,Joseph,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1234,1217,2.5,61,India,Ahmedabad,Manufacturing,TRUE,M,Engineer,Sandeep,1961,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1235,1217,2.5,73,Brazil,Curitiba,Energy,TRUE,M,Feldmann,Alceu Elias,1949,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
1236,1217,2.5,73,Canada,Westmount,Technology,TRUE,M,Godin,Serge,1949,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
1237,1217,2.5,70,United States,Beverly Hills,Finance & Investments,TRUE,M,Gores,Alec,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1238,1217,2.5,64,United States,Knoxville,Fashion & Retail,FALSE,M,Haslam,Bill,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1239,1217,2.5,74,United States,New York,Finance & Investments,TRUE,M,Hill,J. Tomilson,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1240,1217,2.5,53,United States,New York,Media & Entertainment,TRUE,M,Jay-Z,Unknown,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1241,1217,2.5,74,India,Pune,Automotive,FALSE,M,Kalyani,Baba,1949,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1242,1217,2.5,62,Turkey,Istanbul,Energy,FALSE,M,Kazanci,Saban Cemil,1961,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
1243,1217,2.5,66,United States,Franklin,Real Estate,TRUE,M,Kelley,Brad,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1244,1217,2.5,70,Austria,Graz,Construction & Engineering,TRUE,M,Leitner,Wolfgang,1953,118.06,1.5,4.46315E+11,85.10%,103.10%,81.6,8877067
1245,1217,2.5,70,China,Yanzhou,Manufacturing,TRUE,M,Li,Hongxin,1953,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1247,1217,2.5,36,China,Shenzhen,Fashion & Retail,TRUE,F,Lu,Yiwen,1987,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1248,1217,2.5,77,Thailand,Bangkok,Food & Beverage,FALSE,M,Mahagitsiri,Prayudh,1946,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
1249,1217,2.5,76,Switzerland,Burgdorf,Healthcare,TRUE,M,Michel,Willy,1947,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1250,1217,2.5,92,India,Delhi,Automotive,FALSE,M,Mittal,Lachhman Das,1930,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1251,1217,2.5,34,United States,Venice,Technology,TRUE,M,Murphy,Bobby,1988,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1252,1217,2.5,49,Spain,Marbella,Real Estate,TRUE,M,Olivo Lopez,Tomas,1974,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
1253,1217,2.5,64,United States,Reno,Manufacturing,TRUE,F,Ozmen,Eren,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1254,1217,2.5,69,United States,San Francisco,Finance & Investments,FALSE,M,Pritzker,John,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1255,1217,2.5,77,China,Shangyu,Technology,TRUE,F,Qiu,Minxiu,1945,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1256,1217,2.5,59,Turkey,Istanbul,Diversified,FALSE,M,Sahenk,Ferit Faik,1964,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
1257,1217,2.5,77,China,Zhangjiagang,Metals & Mining,TRUE,M,Shen,Wenrong,1946,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1258,1217,2.5,60,China,Shanghai,Diversified,TRUE,M,Shi,Yuzhu,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1259,1217,2.5,63,United States,New York,Real Estate,TRUE,M,Sutton,Jeff,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1260,1217,2.5,69,Philippines,Manila,Diversified,FALSE,M,Sy,Henry,1954,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1261,1217,2.5,71,Philippines,Manila,Diversified,TRUE,M,Tan,Andrew,1952,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1262,1217,2.5,53,Singapore,Singapore,Energy,TRUE,M,Tiku,Arvind,1970,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1263,1217,2.5,64,United States,Winnetka,Finance & Investments,TRUE,M,Trott,Byron,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1264,1217,2.5,76,United States,Palm Beach,Real Estate,FALSE,M,Trump,Donald,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1265,1217,2.5,78,Germany,Neustadt an der Waldnaab,Automotive,TRUE,M,Unger,Peter,1944,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1266,1217,2.5,74,China,Nanjing,Fashion & Retail,TRUE,M,Wang,Roger,1949,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1267,1217,2.5,69,United States,Montecito,Media & Entertainment,TRUE,F,Winfrey,Oprah,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1268,1217,2.5,88,China,Shenyang,Food & Beverage,TRUE,M,Wu,Zhigang,1935,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1269,1217,2.5,66,Singapore,Unknown,Metals & Mining,TRUE,M,Xie,Weitong,1957,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1270,1217,2.5,45,China,Guangzhou,Fashion & Retail,TRUE,M,Ye,Guofu,1978,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1271,1272,2.4,51,United States,Palo Alto,Technology,TRUE,M,Acton,Brian,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1272,1272,2.4,83,United Arab Emirates,Dubai,Automotive,FALSE,M,Al Futtaim,Abdulla,1940,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
1273,1272,2.4,77,United States,Fort Worth,Energy,FALSE,M,Bass,Edward,1945,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1274,1272,2.4,70,South Africa,Cape Town,Media & Entertainment,TRUE,M,Bekker,Koos,1952,158.93,4.1,3.51432E+11,22.40%,100.90%,63.9,58558270
1275,1272,2.4,45,Germany,Melsungen,Healthcare,FALSE,M,Braun,Otto Philipp,1978,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1276,1272,2.4,74,United States,Los Angeles,Fashion & Retail,TRUE,M,Chen,Tei-fu,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1277,1272,2.4,86,Brazil,Sao Paulo,Fashion & Retail,FALSE,M,Diniz,Abilio dos Santos,1936,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
1278,1272,2.4,58,Switzerland,Zug,Finance & Investments,TRUE,M,Erni,Marcel,1965,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1279,1272,2.4,91,United States,San Francisco,Fashion & Retail,TRUE,F,Fisher,Doris,1931,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1280,1272,2.4,78,United States,Dallas,Finance & Investments,TRUE,M,Ford,Gerald,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1281,1272,2.4,66,France,Paris,Healthcare,TRUE,M,Fraisse,Bernard,1956,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
1282,1272,2.4,55,Switzerland,Zug,Finance & Investments,TRUE,M,Gantner,Alfred,1968,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1283,1272,2.4,88,Germany,Espelkamp,Gambling & Casinos,TRUE,M,Gauselmann,Paul,1934,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1284,1272,2.4,61,Canada,North York,Real Estate,TRUE,M,Goldhar,Mitchell,1961,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
1285,1272,2.4,76,United Kingdom,Bristol,Finance & Investments,TRUE,M,Hargreaves,Peter,1946,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1286,1272,2.4,79,China,Taizhou,Healthcare,TRUE,M,Hua,Xuande,1943,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1287,1272,2.4,68,Singapore,Singapore,Diversified,FALSE,M,Kwek,Leng Kee,1955,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1288,1272,2.4,77,United States,Fort Lauderdale,Manufacturing,FALSE,F,Lozick,Catherine,1945,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1289,1272,2.4,57,India,Chennai,Media & Entertainment,TRUE,M,Maran,Kalanithi,1965,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1290,1272,2.4,48,United States,Berkeley,Finance & Investments,TRUE,M,McCaleb,Jed,1975,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1291,1272,2.4,65,United States,Reno,Manufacturing,TRUE,M,Ozmen,Fatih,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1292,1272,2.4,64,China,foshan,Food & Beverage,TRUE,M,Pan,Laican,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1293,1272,2.4,58,Switzerland,Zug,Metals & Mining,TRUE,M,Peterson,Tor,1964,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1294,1272,2.4,63,United States,Marin County,Finance & Investments,FALSE,M,Pritzker,Daniel,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1295,1272,2.4,61,China,Hangzhou,Real Estate,TRUE,M,Qi,Jinxing,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1296,1272,2.4,61,China,Hangzhou,Manufacturing,TRUE,M,Qiu,Jianping,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1297,1272,2.4,68,India,Mumbai,Diversified,FALSE,M,Raheja,Rajan,1954,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1298,1272,2.4,63,Switzerland,Zurich,Finance & Investments,TRUE,M,Reinhart,Matthias,1960,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1299,1272,2.4,55,Netherlands,Amsterdam,Technology,TRUE,M,Schuijff,Arnout,1967,115.91,2.6,9.0907E+11,85.00%,104.20%,81.8,17332850
1300,1272,2.4,67,Philippines,Manila,Diversified,FALSE,M,Sy,Hans,1955,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1301,1272,2.4,66,Philippines,Manila,Diversified,FALSE,M,Sy,Herbert,1956,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1302,1272,2.4,88,Philippines,Manila,Diversified,TRUE,M,Tan,Lucio,1934,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1304,1272,2.4,84,United States,Atlanta,Media & Entertainment,FALSE,M,Turner,Ted,1938,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1305,1272,2.4,84,United States,New York,Real Estate,TRUE,M,Walentas,David,1938,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1306,1272,2.4,61,Switzerland,Zug,Finance & Investments,TRUE,M,Wietlisbach,Urs,1961,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1307,1272,2.4,54,United States,Los Altos Hills,Technology,TRUE,M,Yang,Jerry,1968,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1308,1272,2.4,53,China,Wuxi,Manufacturing,TRUE,M,Yang,Jianliang,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1309,1272,2.4,54,China,Jiaxing,Manufacturing,TRUE,M,Yang,Weidong,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1310,1272,2.4,85,United States,New York,Real Estate,TRUE,M,Zuckerman,Mortimer,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1311,1312,2.3,63,United Kingdom,London,Finance & Investments,TRUE,M,Armitage,John,1959,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1312,1312,2.3,66,United States,Fort Worth,Energy,FALSE,M,Bass,Lee,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1313,1312,2.3,43,United States,San Francisco,Technology,TRUE,M,Bicket,John,1980,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1314,1312,2.3,41,United States,San Francisco,Technology,TRUE,M,Biswas,Sanjit,1982,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1315,1312,2.3,73,United States,Portland,Fashion & Retail,TRUE,M,Boyle,Timothy,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1320,1312,2.3,68,India,Bangalore,Technology,TRUE,M,Dinesh,K.,1954,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1321,1312,2.3,62,United States,Hattiesburg,Diversified,TRUE,M,Duff,James,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1322,1312,2.3,66,United States,Hattiesburg,Diversified,TRUE,M,Duff,Thomas,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1323,1312,2.3,40,Sweden,Stockholm,Technology,TRUE,M,Ek,Daniel,1983,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
1324,1312,2.3,61,United States,San Francisco,Fashion & Retail,FALSE,M,Fisher,John,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1325,1312,2.3,61,Germany,Berlin,Fashion & Retail,FALSE,M,Haub,Georg,1962,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1326,1312,2.3,55,Turkey,Ankara,Construction & Engineering,TRUE,M,Ilicak,Erman,1967,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
1327,1312,2.3,45,United States,Chicago,Finance & Investments,FALSE,M,Ishbia,Justin,1977,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1328,1312,2.3,49,China,Weifang,Technology,TRUE,M,Jiang,Long,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1329,1312,2.3,67,United States,Los Angeles,Finance & Investments,TRUE,M,Karsh,Bruce,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1330,1312,2.3,44,South Korea,Seoul,Technology,TRUE,M,Kim,Bom,1978,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
1331,1312,2.3,64,China,Foshan,Food & Beverage,TRUE,M,Lai,Jianping,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1335,1312,2.3,64,China,Chengdu,Food & Beverage,TRUE,F,Li,Haiyan,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1336,1312,2.3,45,China,Shenzhen,Finance & Investments,TRUE,M,Li,Hua,1978,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1337,1312,2.3,71,Malaysia,Kuala Lumpur,Gambling & Casinos,FALSE,M,Lim,Kok Thay,1951,121.46,0.7,3.64702E+11,45.10%,105.30%,76,32447385
1338,1312,2.3,88,India,Mumbai,Food & Beverage,FALSE,M,Mariwala,Kishore,1935,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1339,1312,2.3,82,United States,Brookville,Food & Beverage,TRUE,M,Mathile,Clayton,1941,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1340,1312,2.3,65,China,Urumqi,Fashion & Retail,TRUE,M,Mi,Enhua,1958,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
